"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"30.11.2017","42.910","43.500","47.450","40.470","-1,36"
"29.11.2017","43.500","41.910","49.320","37.510","3,79"
"28.11.2017","41.910","41.299","42.500","41.040","1,48"
"27.11.2017","41.299","38.700","42.000","38.700","6,72"
"26.11.2017","38.700","35.900","39.750","35.702","7,80"
"25.11.2017","35.900","33.448","35.964","33.400","7,33"
"24.11.2017","33.448","33.099","33.740","33.000","1,05"
"23.11.2017","33.099","33.325","33.590","33.099","-0,68"
"22.11.2017","33.325","32.560","33.671","32.399","2,35"
"21.11.2017","32.560","32.000","32.997","30.511","1,75"
"20.11.2017","32.000","30.310","32.394","30.196","5,58"
"19.11.2017","30.310","29.802","30.501","29.671","1,70"
"18.11.2017","29.802","29.460","29.848","29.100","1,16"
"17.11.2017","29.460","29.800","30.300","29.000","-1,14"
"16.11.2017","29.800","28.295","29.992","28.131","5,32"
"15.11.2017","28.295","26.342","28.375","26.199","7,41"
"14.11.2017","26.342","26.260","26.998","26.000","0,31"
"13.11.2017","26.260","24.700","27.455","24.350","6,32"
"12.11.2017","24.700","25.320","26.500","21.900","-2,45"
"11.11.2017","25.320","26.461","27.450","24.800","-4,31"
"10.11.2017","26.461","28.685","29.100","25.501","-7,75"
"09.11.2017","28.685","29.394","29.598","28.400","-2,41"
"08.11.2017","29.394","28.606","30.190","28.606","2,43"
"07.11.2017","28.698","29.002","29.500","28.501","-1,05"
"06.11.2017","29.002","29.860","30.375","27.399","-2,87"
"05.11.2017","29.860","29.410","30.400","29.355","1,53"
"04.11.2017","29.410","29.150","29.630","28.750","0,89"
"03.11.2017","29.150","28.492","29.750","27.949","2,31"
"02.11.2017","28.492","26.500","29.949","26.500","7,52"
"01.11.2017","26.500","24.550","27.500","24.350","7,94"
"31.10.2017","24.550","23.285","24.550","23.110","5,43"
"30.10.2017","23.285","23.065","23.500","22.881","0,95"
"29.10.2017","23.065","22.188","23.400","22.012","3,95"
"28.10.2017","22.188","22.259","22.299","21.950","-0,32"
"27.10.2017","22.259","22.155","22.400","22.070","0,47"
"26.10.2017","22.155","21.497","22.495","21.400","3,06"
"25.10.2017","21.497","20.901","21.600","20.721","2,85"
"24.10.2017","20.901","22.289","22.300","20.901","-6,23"
"23.10.2017","22.289","22.110","22.374","21.800","0,81"
"22.10.2017","22.110","22.490","22.521","21.501","-1,69"
"21.10.2017","22.490","22.290","22.874","21.999","5,10"
"20.10.2017","21.399","20.737","21.500","20.653","3,19"
"19.10.2017","20.737","20.400","20.830","20.300","1,65"
"18.10.2017","20.400","20.779","20.779","19.495","-1,82"
"17.10.2017","20.779","20.898","20.900","20.500","-0,57"
"16.10.2017","20.898","20.703","20.923","20.550","0,94"
"","","","","",""
"","En Yüksek:79.849","En Düşük:17.088","Fark:62.761","Ortalama:42.117","Fark %:205"
